JobTitle,Company,Location,Summary,Salary
Business Development Manager,eminenture,"New Delhi, Delhi","We also have a provision of monthly leaves, which you can take upon taking permission from your team leads or managers. Time management and planning skills.",
"Manager, Business Intelligence and Systems",Qualys,"Pune, Maharashtra",This person will act as an interface between business and business applications team to architect solutions to automate and scale business systems and implement…,
Sr. Manager - Projects,Cognizant,"Bengaluru, Karnataka",Mentor and coach Service managers and direct reports. 'Facilitate periodic Governance meetings and ensure participation from relevant stakeholders.,
Digital Marketing Manager,Harmony Data Integration Technologies,India,"In this role, you will own the ideation, creation and execution of online demand generation and lead generation campaigns and activities focused on driving…",
Salesforce Community Developer,Origin Softwares,"Hyderabad, Telangana","Experience with business manager and data migration in Salesforce. Communicate plans and design direction with the project manager, analysts and end users, when…",
Business Development Manager,Goldsikka Jewels Ltd,"Hyderabad, Telangana","Proven working experience as a business development manager, sales executive or a relevant role. GoldSikka Jewels Private limited is part of a diversified three…","₹25,000 - ₹35,000 a month"
Account Manager,InsideView India,"Hyderabad, Telangana",Sales superstar - come to InsideView and help our customers grow their businesses. You are a driven and accomplished salesperson who loves figuring out what…,
Editorial Manager,skilora,Remote,"Use your exceptional writing, editing, and project-management skills to shape the voice of education’s most thoughtful, innovative, and impactful nonprofit!",
Sr. Associate Support Engineer,Duck Creek Technologies,"Mumbai, Maharashtra",Communicates directly with the customer(s) via web meetings and incident tracking workflow with assistance of Support Engineer 1 or higher.,
Insides Sales Manager,Mirketa,"Noida, Uttar Pradesh","Mirketa Inc is looking to hire Sales Managers based out of its office in San Ramon, CA. The responsibilities of the Sales Manager will include identifying,…",
Salesforce Developer,CirroLogix,"Bengaluru, Karnataka","Usage of APEX salesforce programming language & Visual force Sales-force designing language. Communicate with project managers, clients and other developers to…",
(Senior) Customer Success Manager,skilora,Remote,"Decision making and independence: given the time difference, you won’t have your coworkers and your manager close by, so you need to be able to analyze and make…",
Experienced Bench Sales Recruiter,Softworld Technologies,"Hyderabad, Telangana","Have 4-5 Years of proven experience in Bench sales in the US IT staffing and consulting Industry, Well versed with marketing bench consultants.","₹3,00,000 - ₹7,20,000 a year"
"Manager, Development (Fundraising)",TeachForIndia,"Mumbai, Maharashtra",Teach For India embarks on a bold vision to enable 1 Million Children gain access to an excellent education over the next few years.,
Technical Solution Consultant,Mirum Digital Pvt. Ltd.,"Mumbai, Maharashtra",Assist project managers in setting schedules for new technology adoption. Lead the evaluation of business and technical requirements and identify gaps/risks.,
Remote Support (Global Call Center):(Product support REp),Bruker,"Bengaluru, Karnataka","Perform other tasks as assigned by manager. As one of the world’s leading analytical instrumentation companies, Bruker covers a broad spectrum of advanced…",
"Senior Manager, Inside Sales (EMEA)",Kaseya,"Bengaluru, Karnataka","Senior Manager, Inside Sales (EMEA). Sales Management Experience – 5 years in a SaaS company. A good grasp of the EMEA market. It’s NOT a BDR/SDR team.",
Product Manager,Arosys,"Bhilai, Chhattisgarh","Arosys is hiring a Senior Product Manager in order to establish vision, strategy, and product roadmap for Arosys. Collateral and web site communications.",
Veeva CRM Program/Project Manager,Accenture,"Hyderabad, Telangana","About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive,…",
Staff Salesforce Engineer - Business Applications,Uber,"Hyderabad, Telangana","Execute with a team of solution architects, program managers and engineers. As a Staff Software Engineer in the Business Applications team, you will innovate,…",
"Manager, Model Implementation",TeachForIndia,"Mumbai, Maharashtra","As part of the Selection Leadership Team, you will support in setting a strong vision and strategy for the team as well as ensure efficient, accurate and…",
Global Service Support Specialist,Johnson Controls,"Bengaluru, Karnataka",Global Service Support Specialist - WD30106543361. This position will focus on new feature/component development as well as maintenance and stewardship of…,
Engineering Manager - Java/J2EE,Saviynt,"Bengaluru, Karnataka","Saviynt is a leading provider of Cloud Security and Identity Governance solutions. Saviynt enables enterprises to secure applications, data, and infrastructure…",
Opportunity in Salesforce Technical Architecture,ICS Consultancy Services,"Hyderabad, Telangana","Roles and responsibilities for Opportunity in Salesforce Technical Architecture. : Role : Application Lead Role Description : Lead the effort to design, build…","₹10,00,000 - ₹25,00,000 a year"
Enterprise CSA,Milestone Inc.,"Bengaluru, Karnataka","Work cross-functionally with Milestone's customer success managers, programmers, and product team to identify and prioritize issues and enhancements which need…",
Finance Operations Consultant - Global Renewals Support Center,Teradata,"Airoli, Navi Mumbai, Maharashtra","Strong communication skills, ability to work across levels/organizations, ability to build trust-based relationships with senior non-financial managers.",
"Analyst, Digital Marketing",BlackRock,"Mumbai, Maharashtra","Hands-on experience with platforms like Pardot, Eloqua, Marketo, Unica, Act-On, SalesForce, Responsys, Adobe campaign manager.",
Senior Manager ( ML/AI),Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Sales Development Representatives (SDR),Machintel,"Pune, Maharashtra",The role requires a result oriented Sales development representative with a strong experience in executing targeted sales strategies to drive revenue growth by…,
Sales Manager Opening in Leading Company Overall Pan India,Career Point Placement Services,"Mumbai, Maharashtra","Looking Sales Manager to sell companies product that our customers have grown to rely on. He will utilise his skills to generate high quality leads, build a…","₹2,00,000 - ₹9,00,000 a year"
Senior Associate,Cognizant,"Bengaluru, Karnataka","Coordinate with the project/program manager in understanding how the employee can better contribute to the project, seek feedback and address concerns.",
Salesforce Developer,freshermart,India,"Sourcing Regions- PAN India, Remote working permanently is available). A Developer is responsible for writing clean and flawless code to produce fully…",
Account Manager,Screen Magic Mobile Media Pvt. Ltd.,"Pune, Maharashtra",Your Job Role (Roles & responsibilities) -. End 2 End Ownership of Accounts and ability to meet/exceed financial and unit sales goals.,
BDM (Business Development Manager),Vaarna Studio,"Vadodara, Gujarat","Proven working experience as a business development manager, sales executive or a relevant role. Develop a growth strategy focused both on financial gain and…","₹1,36,869 - ₹3,00,000 a year"
Salesforce technical lead,Quess Corp Limited,"Hyderabad, Telangana","Collaborates with application developers, designers, and architects to ensure a shared understanding of the business model and the detailed function…","₹5,00,000 - ₹15,00,000 a year"
